species,common_name,difference,diff_SE,k,inat_medPred,inat_SE,inat_medResp,inat_GAM_pval,ebird_medPred,ebird_SE,ebird_medResp,ebird_GAM_pval,lb95CI,ub95CI,pval_uncorr,pval,sigdir,name_clean,specID,family,order,crest,max.color.contrast,pelagic,mass,shape,endangerment,all_success,rate,nhex
Tyrannus dominicensis,Gray_Kingbird,0.45873009450289914,2.8146147818795475,12,-6.987661546318009,2.861647547385664,9.223513591683564e-4,0.8775,-8.495733157467527,0.05794900340697062,2.0429664565773075e-4,0.855,-5.057813508335074,5.975273697340871,0.8705330132312983,0.9761536080834128,Non-significant,Gray_Kingbird,OTT:381848,Tyrannidae,Passeriformes,none,65,0,46.5,NA,Least Concern,19889,5.620478470040708e-4,167
Chloroceryle americana,Green_Kingfisher,0.7540327575295884,4.374620330876591,12,-6.012659641156851,4.430207093622063,0.00244159388692331,1,-7.33709102017557,0.01748481412607786,6.505178956715229e-4,0.6775,-7.820065537025224,9.3281310520844,0.8631503483270231,0.9720717018063855,Non-significant,Green_Kingfisher,OTT:1039522,Alcedinidae,Coraciiformes,none,100,0,33.73,NA,Least Concern,33260,9.399020258110208e-4,160
Tachybaptus dominicus,Least_Grebe,-0.49079984780988894,0.9265509757967918,12,-7.058056114566506,1.0166475047190044,8.597093476614969e-4,0.975,-6.89008886628324,0.31281794319717204,0.00101678847570495,0.9375,-2.306806390212044,1.3252066945922658,0.5963156101960201,0.7878695073260266,Non-significant,Least_Grebe,OTT:299432,Podicipedidae,Podicipediformes,none,40,0,132.59,Duck,Least Concern,48594,0.00137322907523333,166
Pluvialis fulva,Pacific_Golden-Plover,-9.342822031217768,9.11758020008724,11,-18.4816383281565,9.077849854765018,9.408631375365891e-9,0.985,-9.219583920893712,0.04105759098348598,9.907008828028382e-5,0.955,-27.212950849544256,8.527306787108717,0.30550281660752704,0.4816761075178676,Non-significant,Pacific_Golden-Plover,OTT:951126,Charadriidae,Charadriiformes,none,85,0,134.9,Shorebird,Least Concern,6028,1.703466449665915e-4,130
Buteo brachyurus,Short-tailed_Hawk,0.4954018314424773,0.3716895013317528,11,-7.367899717172136,0.4432590815489376,6.307943180004842e-4,1,-8.187354202269951,0.04519241254198048,2.780714918433183e-4,0.8425,-0.2330962045994106,1.223899867484365,0.1825850255287378,0.3106572556658021,Non-significant,Short-tailed_Hawk,OTT:34347,Accipitridae,Accipitriformes,none,80,0,496.01,NA,Least Concern,14535,4.1074792378722753e-4,127
Passerina versicolor,Varied_Bunting,-8.239241310803859,3.4707171228091767,11,-15.39498687122449,3.531169449062,2.0608295041138798e-7,0.9575,-7.559315541999254,0.03496761845269709,5.209603420113425e-4,0.9925,-15.041721872036323,-1.4367607495713948,0.01759986186598267,0.04100854513600888,Underreported,Varied_Bunting,OTT:887258,Cardinalidae,Passeriformes,none,80,0,12.89,Finch,Least Concern,19207,5.427750514056608e-4,133
Geranoaetus albicaudatus,White-tailed_Hawk,0.34535578634179664,0.24247156152182817,11,-6.2796463496767725,0.4741690017418964,0.00187055769669577,0.9775,-6.931936139828265,0.05332270967029473,9.751572939038476e-4,1,-0.12987974151617449,0.8205913141997677,0.15435542158545634,0.27344612138547136,Non-significant,White-tailed_Hawk,OTT:458094,Accipitridae,Accipitriformes,none,85,0,885,Hawk/Falcon,Least Concern,38179,0.00107890918350688,139
Vireo atricapilla,Black-capped_Vireo,0.5455365695602632,1.0947434696439935,10,-5.802763601892236,1.2736221697963437,0.00301011121438498,0.9925,-6.839825861349369,0.01172891247205408,0.00106914546678022,0.45,-1.6001212032523817,2.691194342372908,0.618255936016161,0.7990028899880988,Non-significant,Black-capped_Vireo,OTT:392755,Vireonidae,Passeriformes,none,65,0,8.99,Warbler,Near Threatened,10246,2.8954408167347325e-4,118
Colaptes chrysoides,Gilded_Flicker,-0.13949993560503482,2.151523954479561,10,-5.637570060614388,2.3901103950040152,0.00354887280509256,0.53,-5.912744193478419,0.03598967501896756,0.00269745836250575,0.79,-4.356409398260168,4.077409527050098,0.9483031980901606,0.9999810766357233,Non-significant,Gilded_Flicker,OTT:3600175,Picidae,Piciformes,none,45,0,111,Woodpecker,Least Concern,30249,8.548134810209732e-4,118
Cyrtonyx montezumae,Montezuma_Quail,1.651011571645049,12.324633132487126,10,-4.721076906846893,12.429430336799244,0.00882697355461586,0.9925,-7.730963932700943,0.05358137147672551,4.388280720208247e-4,0.9175,-22.50482549069878,25.806848633988878,0.8934339661490489,0.985330016574481,Non-significant,Montezuma_Quail,OTT:204716,Odontophoridae,Galliformes,long,55,0,185.38,Game,Least Concern,10786,3.0480406645813803e-4,103
Megaceryle torquata,Ringed_Kingfisher,0.8205683677087077,0.483074123430523,10,-6.179626689080869,0.4581329860290283,0.00206691990585755,0.9925,-7.29128704276544,0.4120235268907669,6.809863738023297e-4,0.95,-0.12623951607837391,1.7673762514957891,0.08938729297432735,0.17327946547892148,Non-significant,Ringed_Kingfisher,OTT:314750,Alcedinidae,Coraciiformes,long,80,0,317,NA,Least Concern,23688,6.694046658872959e-4,109
Tringa incana,Wandering_Tattler,0.16731693943256642,0.6086705207939689,10,-7.190441672758283,0.6619271850499391,7.531884130268342e-4,0.455,-7.537138177405789,0.00585359997114654,5.326367126188242e-4,0.995,-1.0256553597748506,1.3602892386399832,0.7834013813131777,0.922005439482979,Non-significant,Wandering_Tattler,OTT:596104,Scolopacidae,Charadriiformes,none,30,0,108.24,Shorebird,Least Concern,18387,5.196024819178365e-4,101
